id,entext
542050, "Yes, it's those exact bones that I feel in him! He's somehow... not real. Like an animated strawman."
542051, "Don't you argue with him, though! He represents the Law now! And the Law is not on our side."
542052, "What? The Law?"
542053, "I didn't know it myself..."
542054, "By the way, he's still looking for that wounded man... He'll get here sooner or later."
542056, "Trying to mess with my head, are you, dear...? Want to lead me straight into the rogues' den? There's no way I'd go there."
542062, "Don't be silly. Children aren't evil; it's not in their nature. No, Anna, evil comes from elsewhere..."
542064, "So what if he did? Why is it making you so anxious? Surely you won't be mistaken for some homeless boy, what with this mansion of yours. Hmm?"
542065, "Yes, of course... But perhaps he didn't kill that boy after all... Then... then things aren't so terrible. Clara, do me a favour please! I really need to know if that crime has actually been committed. I mean, to know whether he really is... that cruel. Please!"
542067, "There's nothing worse than a crime against a child! Especially in this town... Only a stranger could be capable of such a savage crime. Any local would know how the Kains would react to something like that-especially the younger ones!"
542068, "Anna dear, it wasn't you who killed him... What are you so afraid of? No matter how brutal this murderer is, he's a threat to everyone equally. Trust me..."
542069, "Yes, this is terrible... monstrous."
542070, "Don't worry. It wasn't he who killed the homeless boy. It's not this neighbour of yours that you ought to be afraid of... Anna Angel."
542071, "So it's the Kains' reaction you're worried about, huh? And here I almost thought you were upset about the boy..."
542072, "Well... The Haruspex let the homeless boy go."
542073, "Oh. Thank goodness. But perhaps he didn't do it out of kindness of heart? Did he?"
542074, "Good heavens... So it's true."
542075, "Looks like you're not particularly interested in who killed him. So it's not the Haruspex that you were afraid of..."
542076, "It was I who severed his life's thread, Anna Angel. Remember it. Goodbye."
542077, "Quite likely not... It must have been a calculated move. He was afraid that another murder would make his existence in this town impossible."
542078, "Who knows... Maybe it was kindness. Time will tell who's evil and who's good... And we won't have to wait long now. Be patient."
542079, "It was so wonderful... Why is this even happening?"
542080, "You're lying; I can't hear a thing. It's empty and silent, as it always is."
542081, "It may be empty now... but the Bachelor will see to it that it will soon be just as I've described, I promise you that. I for one can hear the screaming already. Don't know about you..."
542082, "I've always said that this Bachelor is a bringer of death!"
542083, "So can I! I always know more than you do."
542084, "May be, may well be..."
542085, "Call for Mark. I need to talk to him."
542086, "*** It didn't work out. I was silly to let it out..."
542087, "Are you telling the truth?"
542088, "I always tell the truth."
542090, "Check for yourself if you don't believe me."
542091, "How come?"
542092, "I can't tell you yet, but I will later. So many things are mixed up here, one doesn't know who to fear more... So you're with the Saburovs now, right? Good... you'll be safe with them, and the children won't hurt you. Here, I've got a present for you."
542093, "No. I prefer to keep clear of beasts..."
542094, "Have you been crying? Don't hold back if you want to cry... It's nothing to be ashamed of."
542095, "*** As ever, my tongue runs ahead of my reasoning! So many times have I promised myself to keep mum; to let the others talk... It wouldn't work anymore, even though it seems there may be a silver lining to this cloud."
542096, "If I have a what?"
542097, "Look. I can work miracles with my own hands."
542098, ""
542099, "You're dropping in quite often now... This is a dangerous place for a girl who doesn't cover her knees. Also, too many temptations here for a saint. And finally, this is as goddamn unfitting a place as any for Lady Plague to be in! Way overcrowded, ha ha... How can I help you?"
542100, "I've brought you some herbs... Take a look and see if they're any good. And give me one of those bottles over there..."
542101, "I've come to like the smell. I enjoy breathing your air."
542102, "Do you intend to hide in here? Pour wine over your dead, play leap-frog with corpses? This debauchery will not be without consequence! Pray..."
542103, "You've acquired a taste, then? I should never have shown you that path... messes too much with a head as young as yours. It's a part of you forever now. Anyway, no need to regret it. What have you got?"
542104, "Don't grin like that. It's not for me."
542105, "I don't regret it. Your herb has no effect on me."
542106, "No! I don't have any medicine. When I was young, I used to play at the house of a wicked witch-now that's who had a real stash, for every disease... She lived for a hundred years. Her place had that pharmacy smell everywhere! Do you take me for someone like that crone? Nonsense!"
542107, "Don't lie to me, Anna. I even know where you keep it. Why are you trying to deceive me?"
542108, "Oh, what a pain... This is surely a plot against me... They want to kill me, destroy my life, send me to an early grave. An early grave, yes... Listen! I don't want some disease to eat me alive, to ruin my skin... Leave me that if nothing else, or just shoot me with a gun!"
542109, "It's not their fault, Anna. It was an order."
542110, "All right, I'll tell the Olgimskys then that you have nothing. Right?"
542111, "Give them at least some of it. Leave the best-looking ones for yourself. I think that's a good idea. Isn't it?"
542112, "Did you say they require blood?"
542113, "Your Ripper, that's who."
542114, "'Our' Ripper? Ah... you mean Young Burakh? Sadly, that's a misconception. I used to think so too. I wanted to get as many twyrine infusions out of him as possible... they're priceless! His father had been a respected man who knew his trade... This one, though, doesn't know a thing."
542115, "Are you sure?"
542116, "Quite. When I brought him to Isidor's workshop, he didn't even know how to use a distiller and just stood there gaping at it. He doesn't know what twyre is. How can someone like that be a knower of root knots and grass fibers? Even the Stamatins by now have more knowledge of herbs than him. Amateurs... the plague take them!"
542117, "Yes, you've convinced me! But there's no need to say it like that. Especially now. It's too... dangerous."
542118, "Right. What about Anna, then?"
542119, "Don't underestimate intuition. He may be following a gut feeling..."
542120, "I was just lucky."
542122, "Is that true?"
542123, "Yes."
542124, "How do you know?"
542125, "So you still haven't realized who I am? Are you not surprised that she gave me all of it so easily?"
542126, "I don't know... But it does feel that way. Why have you suddenly turned so pale?"
542127, "But you knew it as early as yesterday... didn't you? Was that why you sent me to that uncanny place with the old necromancer and his niece?"
542128, "This is not a request. It is an ordainment. What made you reconsider?"
542129, "I've concluded that no evil can come from decisions that I make. So I will make decisions."
542130, "Good. We shall begin with a mysterious creature named Aspity. I will show you where she lives."
542131, "There's no need. I know it all anyway..."
542132, "Seems like fate wants it this way."
542133, "Why her? Who is she?"
542134, "The question is not who, but what. Children say she is an evil spirit. Simon didn't like her. That bitch has been called a walking plague even before this. I'm sure that a woman, a maneater, and a spawn of the Steppe-which is exactly what a shabnak is-is a fitting description for her."
542135, "If so, she's in for it."
542136, "Asps, spite, and spit."
542137, "What is your verdict, then? Is she guilty?"
542138, "Nothing. She has no soul."
542139, "I couldn't decide... But I did feel our souls had something in common!"
542140, "...I saw this coming. Just thinking about the consequences of your alliance sends shivers down my spine... So what now? I suppose your friend will tell you everything herself, especially considering your talents. Or am I getting the wrong idea about the nuances of your cordial relationship?"
542141, "You hate her, don't you?"
542143, "My new father has more important things on his plate than doing you favours!"
542144, "Aha! So they've adopted you? That's symbolic... Well, if not me, how about doing a favour to my father? After all, your-ehm-father is not the governor yet... and hopefully will never be. So Saburov could do with my father owing him a favour."
542145, "She scares me, plain and simple. My father, on the other hand, truly hates her. The fact that she's still alive has made me reconsider how I feel about my father... It turns out he's much kinder than I thought."
542146, "What makes you say that?"
542147, "So what did Aspity do to displease your father so much?"
542148, "*** I lost my temper there for a moment... Where am I supposed to find a bull now? At least, it feels like I did the right thing. Dealing with this Changeling may be bad for one's health..."
542150, "So she's out to destroy your family, but is wiping out the Kin instead?"
542151, "If we knew for sure that she's the one stirring up the Worms, butchers, and workmen, we'd make short work of her. Saburov would not object, nor would Judge Kain take a break from his indifference. But you see, I'm a sensible man... and deep down, I'm convinced she's just an ordinary dirty lowlife."
542152, "Have you met her?"
542153, "Once. Her face left quite an impression and so did her speech. That sing-song drawl, that guttural accent of the Steppe... Fascinating. On the whole, she looked rather uncanny. But I thought back then it was just something she was doing for effect. My sister also thinks she's just a vagabond girl obsessing over demonic dreams."
542154, "Was it a long time ago?"
542155, "What do you mean?"
542156, "Exactly that! Yes, yes... there's a reason things have been going the way they have! And that horrible thing at the Termitary... Yes, she's aimed a battering ram at him that will strike him down any time now. And now she's shifted her attention to me. That's what's happening! Should I warn him...? I don't like this... but he's angry at me..."
542157, "I'll tell him what you said when I get the opportunity."
542158, "I'm often told just that: wrong door. People simply won't believe that I've come to them-at long last..."
542159, "What? Are you trying to be funny?"
542160, "Not in the slightest."
542161, "Are you feeling well?"
542162, "What? What the... Who sent you? Was it Yaklakh?"
542163, "Aspity has set up a trap."
542164, "Yaklakh? Who's that?"
542165, "Hey... Anyone in the hallway? Take this thing away..."
542166, "My family is at the peak of its power now... and you think you can warn me about some danger? Especially when it's from that half-witted beggar?"
542167, "It's what your son wanted me to say..."
542168, "Fat Vlad... Do you think your belly will shield you from death? No-one needs your money, you blind fool!"
542169, "You're in danger. Aspity has set a trap for you!"
542170, "There's no one in the hallway. It's dead quiet. And you-you'll regret this!"
542171, "Crush her? Go ahead and try."
542172, "I don't trust you. Why bother to talk? Hm?"
542173, "We'd be better off together than each on our own."
542174, "Quite the contrary. We'd be much better off on our own than together."
542175, "Would you perhaps like me to do something for you? What could I do to warm you up to me?"
542176, "As you wish... But now I'm offended."
542177, "Ah... so it's money you want, you little informer... I can appreciate that, I really can... So, take this for-heh-saving my life. I'll have a better look at her, then."
542178, "That's better... You'll appreciate me yet."
542179, "Aspity, oh Aspity, I know of you this..."
542180, "Clara darling, have you gone mental? Must be the local air. Happens to outsiders a lot. I'm no 'Aspity'!"
542181, "Saba Usp'tae..."
542182, "Sahba-ötün..."
542183, "Look, that's enough. You're being obnoxious. Are you trying to bewitch me? Would you like to see me try that too-the way I do it with creatures like your little self? Careful, Clara, my child; you may go missing..."
542184, "Don't be cross. I just want to talk..."
542185, "No. I don't. And don't look at me like that..."
542186, "Are you sure you want to make an enemy of me? I'd think twice if I were you... "
542187, "Why, I've made friends with you already... only you don't know it yet. The one I've made friends with, my very own sister, isn't the person to disown our kinship. If you could only get on good terms with her-so could you and I... Oh, just kidding. So what about you, are you not afraid of the shabnak?"
542188, "I am. Shall I perhaps fetch you some spring water?"
542189, "Shall I perhaps fetch you some spring water?"
542190, "I'm not. Would you like me to do anything for you? How can I make you warm up to me?"
542191, "And why are you worried?"
542192, "That's none of your concern."
542193, "I know it myself."
542194, "Are you sleepy? Why are you lowering your eyes?"
542195, "And you're not going to interrupt me?"
542196, "No, I'm not. Speak."
542197, "Sahba-ötün, oh Sahba-ötün, I know of you this: you've fallen in love with this Burakh! Will you agree to touch me? To brave the depths? To answer my questions candidly and without prejudice?"
542198, "Saba, oh Saba, I know of you this: your greatest desire is to kill Vlad Olgimsky. Will you agree to touch me? To brave the depths? To answer my questions candidly and without prejudice?"
542199, "There we go, I knew it was a spell... You're an idiot, Clara. Your sister is smarter. Get lost."
542200, "But..."
542201, "Beware of the sister, Aspity dear... She'll come back here as soon as I leave."
542202, "Out."
542203, "All right, I'm leaving."
542204, "Did you... did you cause the epidemic?"
542205, "...The shabnak-adyr exists? Is it you?"
542206, "I see. You may wake up."
542207, "That's what you all say... Let's just make our acquaintance for now."
542208, "Who you are is no secret. It was you that sat on Simon's chest last night. It was you that Isidor had warned him about. Tell me, why were you so cruel to him? Why did you not let him pass away with the same noble and majestic countenance that he had worn among the living?"
542209, "Is this a joke? I'm not death! Don't worry..."
542210, "I am quite unafraid of you. In fact, I even entertain a degree of pity for you. Do you realize how dangerous the walls of our house are to you?"
542211, "Yes. I feel fear and I can't explain it."
542212, "Are you that sure of yourself?"
542213, "Maria is near. Her mere proximity will turn you to ashes once she ascends to the fullness of her powers. And that will be soon. You are probably feeling the pain already... akin to a deadly radiation turning your bones into porous lime... Am I right?"
542214, "Why are you so calm, Kain? Could it be you've planned something cunning against me, you heretic utopians?"
542215, "Is she a witch? I can't think of any other reason for her to hate me... The power that guides the palms of my hands is a benign power. There's no doubt of that."
542216, "Yes... I can feel her proximity destroying me... but I don't believe she'll win."
542217, "Saddened though I am on Simon's account, I am nonetheless not so foolish as to be angry with you. Only a fool would curse and threaten the wind that has torn the sail off his mast. Besides, unlike Georgiy, I profoundly doubt the imminence of your victory."
542218, "I feel sorry for him too... And I feel sorry for all of you. That's easy to understand... But why should you pity me?"
542219, "Yes... wind is sent from heaven. All that matters is not to sail against it."
542220, "I don't know anything about myself either..."
542221, "Because I don't want you to doubt in my good intentions."
542222, "Because I want him to be buried in the earth."
542223, "If you know where Simon's body is being hidden, it ought to look quite suspicious to us. You must have been pursuing your own goals, I suppose; ritual ones. We are not merely talking about a body of a dearly departed. Do you understand that?"
542224, "Are you from the Steppe? I mean, a pagan?"
542225, "No! Quite the contrary..."
542226, "Yes. I want the earth to have her due."
542227, "Of course I do! I know what a semblance is."
542228, "I understand. And so-where is the body?"
542229, "Do you understand the risk I was taking coming here? You were right, you know... about the rays."
542230, "Your words sound wise and quite fair. You evidently know what you are talking about. The destruction of Simon's body would inevitably lead to the destruction of our entire town. But now that the body has been found-we will try and use all of our influence to save the town... one way or another."
542231, "So what do you think I would've done had I been who your crown-bearing daughter thinks I am?"
542232, "Whatever has happened or will happen to Simon is going to impact the universe. That's what you believe."
542233, "So you know already?"
542234, "Like I said, we know everything already. But it is good that you have come. My brother is very angry and prejudiced against you. And as for me, I will now think twice before believing any of the things you are accused of. She who you are being mistaken for would indeed never have given us the body."
542235, "This is making me dizzy... So... you engineered all of this from the very beginning?"
542236, "...Was this a test?"
542237, "No. It's not like this. Take some money. This is all I can do to reward you for now. Aside from trusting you, of course."
542238, "I know, but I can't tell you..."
542239, "You are already the talk of the town. Wicked people are afraid of you. And not just the wicked people. You inspire fear... in many, my dear daughter. "
542240, "Yes. Rather a lot...  All those places to visit. I had to go everywhere. And observe everything."
542241, "Yes... I understand... Will you tell me about it?"
542242, "I don't think I should... I really don't. You don't need to hear about any of that... my dear father and protector!"
542243, "...Are you willing to continue helping me in the future?"
542244, "I can see this is not what you want to ask me about... Has something happened?"
542245, "Are you finding it difficult to talk to me, father? Have I done something to make you angry?"
542246, "...Are some people really afraid of me? Who are they?"
542247, "That doesn't matter. It is for the better. You can see what's going on yourself. Monsters are hatching one after another, each uglier than the one before... You poke your finger anywhere and you squash some abominable spider every time. Is the epidemic spawning them, or did they spawn the epidemic? I don't understand anything anymore."
542248, "...Follow your heart's calling, father. "
542249, "Yes. You're right. A lot of people are getting causes and consequences mixed up now. That's because everything has become a closed loop. They are right."
542250, "What wicked person have you found for me this time?"
542251, "Father... Do you really want me to do something that your own patrolmen can't do? I'm no Judith..."
542252, "I understand that. You must be thinking that I have got myself a personal enemy-an enemy who is challenging the order that it is my present duty to enforce and maintain. I understand. You must be thinking that I want to destroy the thief and mark him with the brand of Jonah. Rest assured that it is not so."
542253, "Why?"
542254, "Why would they do that? With the... corpses, I mean?"
542255, "They probably wanted to hide the bodies. Which can only indicate that the thieves had a hand in those people's deaths."
542256, "...Do you think they deliberately infected people?"
542257, "Why look for it? We know where Grief's quarters are..."
542261, "Who could know things about him? You know... things. He won't open up unless I catch his soul with a hook."
542262, "I don't know. Olgimsky surely knows something, but he will say nothing. Think. Do your own research."
542263, "I'll try... I think I know who that could be..."
542264, "I don't think I can do it. I don't know anyone around here..."
542265, "No... I'll be the one who restores order here."
542266, "What? What did you find out?"
542267, "Grief is not the mastermind. He really did prohibit murdering. The killers are being incited by a different man, known as Barley the Barber..."
542268, "What about me... don't you care at all?"
542269, "If it's true we need to inform the Bachelor immediately. He seems about to try to snatch Wolf's glory from under his nose."
542270, "I'm glad you are unhurt, Clara. But I also know that you'll never come to any harm, however things might turn out... Such is your preordainment."
542271, "That's true. Still, I'm terribly scared."
542272, "...And what's your preordainment, father? What's Grief's? Why do you even need me for if you know things that are hidden from me?"
542273, "Enough... We'll discuss that later. Now to the business at hand. I need to send a messenger to Wolf at once."
542274, "See this sack? I stole it from Barley's lair... Take it. It's very heavy. And wet..."
542275, "...Look."
542276, "It's Wolf's head... The sergeant in charge of the operation. The one who first found out about the killers' secret meeting..."
542277, "Well? Fine parcel, eh?"
542278, "Barley killed him. He's the real leader of the barber gang."
542279, "(...fancy that, this one isn't afraid of me either... not that it counts for much since he's just too dumb to be afraid.)"
542280, "I will stay here even after I leave. Will you solve my riddle?"
542281, "That was just me being concerned about you... Take your time and think a little, then I'll ask you again."
542282, "But why don't you ask Grief yourself? You know where he lives. Bring him in and question him... why do you need me?"
542283, "The wily lowlife is denying everything... He feigned fear and pretended to have had nothing to do with it. He acted his part so well that he even raised the alarm himself! And yet I'm sure it's Grief who is inciting the killers, as well as buying up their victims' stolen belongings. Ask him if it's true. I am sure it is."
542284, "Don't you have a way to loosen his tongue?"
542285, "That is not all. I suspect that Grief enjoys the Olgimskys' protection... in exchange for giving them kickbacks from his illicit trade in twyrine. Should Vlad take offence, I would prefer to face him fully armed. Ask Grief if it's true. I would like to know everything about him... before he's dealt with."
542287, "I'll ask."
542288, "I don't understand."
542289, "I've set up a trap for Grief. Sergeant Wolf found out that the killers' ringleader had called up a meeting at a certain secret location. All that remains is to discover that location, and we'll catch Grief red-handed. The ringleader is none other than him. It cannot be anyone else."
542290, "Actually, I haven't asked him yet... Because, you see, it was he who sent me to you, to intercede on his behalf!"
542291, "I don't know about your judgement, father-but mine has to be fair and impartial!"
542292, "So am I to tell Grief you're not going to go after him today?"
542293, "...Have you talked to it already? What did it tell you? Did you remember to ask it about... yourself?"
542294, "I don't believe a single word it said! But it said that I'm the plague... Which I don't believe. Don't disown me, please!"
542295, "How could I have asked him about my own holiness? It's a sin... I mustn't. But you do believe me, don't you?"
542296, "I don't even know where to begin..."
542297, "He deserves to die."
542298, "I knew that. Who do we send to him, then? An entire squad has been massacred by the barbers..."
542299, "Spare yourself the trouble... father. It's all been arranged already."
542300, "Begin with the Olgimskys. That is the most important sin for me, and the least for him, for it is not his fault. So did Olgimsky protect his illicit trade? Did he benefit from it?"
542301, "He didn't just benefit; he presided over it. Grief was his stooge."
542302, "Now then, we shall skip the issue of the barber gang, since it's clear now who their true mastermind was... thanks to your courage, my brave girl."
542303, "I won't be able to tell for certain until I've asked Vlad himself..."
542304, "Don't skip it just yet. Barley was as much of a puppet in Grief's hands as Grief himself was for Olgimsky. Everyone has their toys."
542305, "...Yes, let's skip it."
542306, "And I was beginning to regret my bias! It seems I shouldn't have... Well, that settles it."
542307, "Aren't you interested to know what my verdict is? Whether Grief is the cause of the disaster that's struck us?"
542308, "Well... Is he the cause of the disaster that has struck the town? What's your verdict?"
542309, "So what would you say about him?"
542310, "Covered in blood from head to toe! He may look like one of us-but I'm convinced that he's not human. He was spawned by the abyss. An evil spirit's will is behind his actions!"
542311, "Leave him alone. I'll put an end to his misdeeds in due time."
542312, "Because I've decided that today shall see the end of any and all killers who use scalpels, razors, knives, barber scissors, or any other manner of blades. The epidemic mowing down human lives is bad enough on its own. The streets will be safe-in daytime as well as at nighttime!"
542313, "The Haruspex is not one to get caught easily..."
542314, "I know where his lair is."
542315, "Indeed? Where is it?"
542316, "In a factory building by the railway."
542317, "There's no one there. Wolf and his squad swept all suspicious areas along the railway tracks. Including the Works."
542318, "That's odd..."
542319, "I don't know. So this Haruspex is going to walk into an ambush as he gets home..."
542320, "Is Rubin really there?"
542321, "No. No one knows where Rubin is. The Kains dispatched about a hundred men; they've been searching for him since yesterday, turning half the town inside out, but he's still nowhere to be found. I, however, am going to search the other half... and I have the feeling I will succeed. Then the Kains will understand who they're dealing with."
542322, "And is it true? About Rubin?"
542323, "And this Haruspex, is he-"
542324, "I just wanted to say that there's an ambush laid for you. Don't go home today..."
542325, "So that's how it is... Then I suppose you don't at all care about who's waiting for you back at home!"
542326, "Really? Who laid it? "
542327, "I doubt it's a pleasant visitor. Whoever it is, someone knowing where I live is no good news. Or is it Young Olgimsky?"
542328, "Alexander Saburov, my adoptive father, detests you. For no good reason, I'd say."
542329, "Thank you... what was your name again?"
542330, "No. Not Young Olgimsky. It's Rubin."
542331, "What? Rubin? You talked to him?"
542332, "Yes, him. Young Olgimsky."
542333, "Then he can go to hell. Chap's got nothing but money on his mind."
542334, "...While you've got nothing but blood on yours, eh? You're really thick, Haruspex. Or are you too busy to stop and take a more thorough look at me?"
542335, "...What? Why on earth would I do that for?"
542336, "Because I am you. Except I'm always a step ahead of you. In everything."
542337, "You see... I like you."
542338, "Go away, Changeling. Got enough on my plate without you."
542339, "How rude! Don't go home tonight. You'll remember my words later."
542340, "That was a joke. Rubin is who's waiting for you back home. He'll have yet more to add to your plate."
542341, "How should I put it... Well, I did."
542342, "No. I found out by chance."
542343, "Is he... plotting revenge?"
542344, "Alexander Saburov, my adoptive father, detests you. I share the sentiment, but I don't want to be part of anything underhanded."
542345, "I'm a trifle tired, I am... Eh well, my life's barely begun-and it's almost lights out time already... Questions! Who's got time for that! Oh no, I ain't angry at all... just tired. 'Tis all because of 'em questions. You agree to answer one, and a bit of your life's blood escapes with the answer. With the anger. Anger is our life's blood, lil' pimple..."
542346, "I feel sorry for you... You must be in pain."
542347, "Whoa, whoa! Who are you to feel sorry for me, you lil' tot? Eh? I won't tolerate anyone's pity, I've got my own pity to spare. Ain't you a kind lil' lass, a loving lil' one... Makin' me go all soft on you... eh? Where did the anger go? No anger in sight, none at all... heh heh."
542348, "There's a reason for that, Grief. We are alike, you and I. Our paths have crossed for a reason."
542349, "And do you know there's going to be a manhunt for you?"
542350, "Bah... old news. Dontcha teach a cook in his own kitchen, all right? They'll end up grabbin' the wrong man. The Bachelor-more like the Bitchelor!-wouldn't put in a word for me, so perhaps you will help out, what with you being the Saburovs' new little sweetie? Tell him I had nothin' to do with it, will you?"
542351, "He won't believe me. He's too angry with you. He doesn't answer to anyone, so there's a lot of rancour in him..."
542352, "Better tell me why there are thugs posted around your warehouse, standing there twiddling their knives."
542353, "How else do we defend ourselves against Barley the Cunt? Son of a bitch's lured all my men away from me, promisin' carnage. Those animals didn't go over to his side for the plunder; just out of sheer blood-fuckin'-lust! And who do I have left? There, go ahead, feast your eyes: my loyal faithful; that's the lot. Eh, one gets what one gets! As they say, beggars can't be choosers..."
542354, "Why are you hiding your eyes? Don't you know I have the gift of seeing through any lie?"
542355, "Cut the braggin', thief darlin'! A gift like that spells early death, y'know. Must be the reason Saburov took you in, you poor lil' soul... So you can see through any lie, eh? How about seein' the fact that I haven't taken a single life, none at all?"
542356, "Am I supposed to just make up that 'truth' or what?"
542357, "They do call me a thief, and I am one-but I'm not that kind of thief! I don't steal truth."
542360, "I was going to anyway..."
542361, "Sure, go on. Whaddya wanna know? Just do me a favour and skip the mumbo jumbo part."
542362, "...Filin, oh Filin, I know of you this: you are the real ringleader of the killers! Will you agree to touch me? To brave the depths? To answer my questions candidly and without prejudice?"
542363, "...Yeah. I'm the real boss... I was lucky Barley came along at the right time... let me cover my tracks 'n shift the blame 'n get off scot-free... The Bachelor never got my number..."
542364, "What did you need it all for?"
542365, "...For 'tis my soul's desire. This... killin' urge. It's just that... my hand was itchin'... for some jolly funtime..."
542366, "That's not for you to judge! After all that I've found out..."
542367, "A blow with a big blunt stick in a dark alley, that's nice and clean, it is, especially when it's not from behind... with a knife, there's even a bit of gallantry in it... especially when it's not your own knife... What do we look like on the inside? Eh? Whadyathink? No one wants to drag that out in the open... that would be scary, heh heh... that would be givin' away the secret..."
542368, "What secret?"
542369, "Look, here I am, standing in front of you, flesh and blood. See a stamped paper? Thought not."
542370, "Now tell me about the Olgimskys. Have they been protecting your shady business?"
542371, "Fat Vlad's the real man, 'tis he who's runnin' the market... The young one's clueless... It was he that ordered the black twyrine too... his own doin'..."
542372, "And the final question, Grief. Where exactly did you dump the bodies into the river?"
542373, "...That wasn't us... I know, I know the whole chant with them stiffs... but that was the Worms from the Termitary, 'n I got the blame... I know nothin'... 'tis not my scope of murder, not my style, I swear to God... poisonin' all the water, that's just... gruesome..."
542374, "All right. Tell me, was Olgimsky acting in collusion with you?"
542375, "I don't believe in magic, Grief. I can't be affected by it. Something's wrong here..."
542376, "It depends. Which one? There's more than one Olgimsky, you know! Heh heh... One might have, and the other one might not have. That's why you can't bring them down. One hand takes and the other gives... The right hand floggeth whom the left hand caresseth... Heh heh heh... There's your answer."
542377, "Grief, were you aware of the coming epidemic?"
542378, "I don't get it..."
542379, "Well, we did figure it out... Eventually. You see, black twyrine had been used as medicine during the first outbreak-and this time around the trade got really hectic 'n all... But those who'd ordered it must have known, probably as far back as summer... Heh heh..."
542380, "And... who had ordered it?"
542381, "You know the answer. Who were you just askin' about?"
542382, "The elder or the younger?"
542383, "I don't know..."
542384, "Like you ever would, lil' pimple. That's it. 'Nough questions. Gonna grab some rest now. I'm really tired... You go away, nothin' for you to see here anymore... What, you liked my answers, didncha? Oh you tot... Heh heh..."
542385, "Ugh! You'll regret this, Grief!"
542386, "I'll ask you more questions later... and the way I'll ask them, you won't be able to dodge the answers anymore..."
542387, "That's it, question time's over. Two Olgimskys for the price of one was already stretchin' it. Heh heh heh..."
542388, "Wait a minute! There's something I don't understand..."
542389, "You're a cruel monster, a ghoul! Any Ripper is a lamb compared to you!"
542390, "...I am you... so go easy on the righteous fuss, will you? You and I are very similar... our paths have crossed for a reason..."
542391, "Were you selling your black twyrine yourself?"
542392, "...So that's why Saburov didn't want to arrest you at once."
542393, "...He's lyin'. 'Tis not Olgimsky he's afraid of, it isn't... Think bigger..."
542394, "That's right, you're one of Simon's Bound! But... why?"
542395, "I think I've sensed it..."
542396, "Being my friend is dangerous, Notkin. Take your time and get a closer look at me."
542397, "What had the people you threw into the river died of?"
542398, "Don't you dare mention God, you scum!"
542399, "What?"
542400, "Simon liked me... Or am I not one of your Bound anymore? Forgotten, have you? Ain't you a forgetful lil' tot... Like being dead can stop Simon from prohibiting things... from tellin' you what to do and what not to..."
542402, "What? Who said that?"
542403, "That's what I'm asking."
542404, "Hell knows... Violence has always been their thing. But cutting people up with knives and razors... that's neither his style nor his level of courage. I don't think he'd allow that. He may be a vicious bastard, but he has his limits. No stabbing and slicing, period. Everyone feels this way."
542405, "But somebody is stabbing and slicing..."
542406, "Saburov."
542407, "You know, we too can beat a bloke silly. But knives are taboo. Whoever uses one is less than human; a cancerous growth! Grief is not like that."
542408, "All right, you've convinced me. But do you think he might have caused the epidemic?"
542409, "Little-known, you say? How do you know it then?"
542410, "We know everything-we're close by and have a nose for these things! That's what he hates us for, that bloody Filin! So this black twyrine, it's kind of sinister. Why are they so hush-hush about it? It's not like twyrine trade hasn't been around for a while. The whole town knows. And now there's this..."
542411, "Is Filin his last name?"
542412, "Grigory Filin, that's what he's called. It was shortened to Grief eventually, and 'Bad Grief' is his own invention. To sound bigger than he is, I guess."
542413, "I see..."
542414, "Black twyrine! Do you think the disease has been spreading through it?"
542415, "I don't know, father... How could I know? I'm no scientist..."
542416, "Come closer, my daughter. Tell me-advise me-what measures must be taken to stop the epidemic? Where do we send our brave patrolmen and the Executor suicide squads?"
542417, "That's not for me to decide, father! My advice would be of little use here."
542418, "There is nothing wrong with your saying this. I am thinking aloud, and I would like to know whether the harbinger agrees with me. For there is someone else speaking through your lips-is there not?"
542419, "Yes. There is."
542420, "That is my job to do. Do not worry about that. To be the ruler during a plague is a cursed part to play and a grievous burden: a man doomed to nothing but error. Yes, all of those measures are just a way to comfort ourselves. My only hope is you. I hope you have not allowed despair to take over you yet. Do I need to restate my request?"
542421, "It's not contagious.. One falls ill when one's time comes, and it notices him... It is then that the disease aims its jagged spear at a man."
542422, "All of these measures mean nothing. Send some of them to the Cathedral, and some to the cemetery, shovels in hand. That would be my advice."
542423, "Five years ago, the Sand Plague broke out in the poor districts where, due to our negligence, the social and sanitary conditions had become truly appalling. If, like the plague, it is spread by blood-sucking fleas and their host animals, perhaps a culling of bulls and other domestic animals would be the best solution?"
542424, "Why cull bulls? Bulls don't get fleas; they aren't a threat."
542425, "I will tell you what I'm going to do. Don't say a word to anyone about the plague! I refuse to allow a panic, and so I will ban all expressions of mourning. Let them celebrate instead. To the Bachelor, I have recommended that he reassure sick people, saying they have been afflicted with a 'general condition'"
542426, "As you wish."
542427, "Rats-that's who you ought to exterminate without mercy! There should be a reward for every rat killed."
542428, "Let no one talk about the Sand Plague for as long as possible. Now if anyone attempts to escape and is heard saying that the disease is incurable and a pair of boots is the best medicine, that person must be taken into custody. Is that something you would endorse?"
542429, "You're looking for the cause in the wrong place."
542430, "There's already talk of the Sand Plague at every street corner. Aren't these measures coming a little late?"
542431, "Yes. I would. But do you really think this will be enough?"
542432, "I had the same impression."
542433, "Was it her? The shabnak-adyr?"
